"country","year","suicides","population","suicide_per_100k","gdp_per_capita"
"Portugal",1991,942,9410507,10.0100876605267,9483
"Portugal",1992,866,9401557,9.21124022329493,11445
"Portugal",1993,780,9410082,8.28898196636331,10098
"Portugal",1994,762,9436009,8.07544799925477,10566
"Portugal",1995,809,9473844,8.53930041491078,12469
"Portugal",1996,653,9515960,6.86215578880113,12887
"Portugal",1997,628,9564579,6.56589275910628,12237
"Portugal",1998,556,9617110,5.78136259229644,12892
"Portugal",1999,545,9671357,5.63519679813288,13180
"Portugal",2000,524,9740085,5.3798298474808,12152
"Portugal",2001,761,9809536,7.7577573495831,12391
"Portugal",2002,1210,9859832,12.2720143710359,13614
"Portugal",2003,1156,9895009,11.6826573881843,16671
"Portugal",2007,1020,10005713,10.1941760672128,24003
"Portugal",2008,1038,10030640,10.3482928307665,26121
"Portugal",2009,1025,10049918,10.1990881915653,24254
"Portugal",2010,1099,10066628,10.9172604768945,23673
"Portugal",2011,1017,10062815,10.106515920247,24337
"Portugal",2012,1076,10029396,10.7284626113078,21573
"Portugal",2013,1052,9985074,10.5357256240665,22641
"Portugal",2014,1222,9944433,12.2882822982467,23091
"Puerto Rico",1985,269,3082500,8.72668288726683,6582
"Puerto Rico",1986,310,3143200,9.86256044795113,7002
"Puerto Rico",1987,272,3189400,8.52824982755377,7533
"Puerto Rico",1988,314,3235600,9.70453702559031,8155
"Puerto Rico",1989,327,3283800,9.95797551617029,8576
"Puerto Rico",1990,371,3204000,11.5792759051186,9552
"Puerto Rico",1991,355,3237200,10.9662671444458,9974
"Puerto Rico",1992,314,3287900,9.55016880075428,10533
"Puerto Rico",1993,345,3312472,10.4151823773907,11146
"Puerto Rico",1994,355,3343624,10.6172225106651,11871
"Puerto Rico",1995,289,3375154,8.56257225596225,12636
"Puerto Rico",1996,331,3401823,9.73007707926015,13328
"Puerto Rico",1997,273,3432757,7.95279129865586,14037
"Puerto Rico",1998,321,3464834,9.26451310510114,15610
"Puerto Rico",1999,289,3492721,8.27435114342085,16560
"Puerto Rico",2000,305,3511947,8.68464131150043,17569
"Puerto Rico",2001,289,3522212,8.20507113143672,19649
"Puerto Rico",2002,239,3523951,6.78216013786798,20325
"Puerto Rico",2003,262,3519026,7.44524195047152,21264
"Puerto Rico",2004,279,3511462,7.94540849367016,22874
"Puerto Rico",2005,289,3504599,8.24630720946961,23944
"Puerto Rico",2006,265,3499036,7.57351453371729,24943
"Puerto Rico",2007,271,3493631,7.75697261674172,25625
"Puerto Rico",2008,300,3488811,8.59891808412666,26840
"Puerto Rico",2009,330,3484474,9.47058293446873,27661
"Puerto Rico",2010,286,3480379,8.21749585318151,28267
"Puerto Rico",2011,258,3475298,7.42382379870733,28876
"Puerto Rico",2012,248,3472672,7.14147492190452,29247
"Puerto Rico",2013,241,3471665,6.94191403836488,29510
"Puerto Rico",2014,220,3470956,6.33831140469657,29515
"Puerto Rico",2015,226,3469521,6.51386747623087,29728
"Qatar",1995,0,463449,0,17559
"Qatar",2001,23,539483,4.26334101352591,32510
"Qatar",2004,21,697191,3.01208707513436,45517
"Qatar",2005,17,796618,2.13402157621344,55899
"Qatar",2006,29,940090,3.08481102873129,64762
"Qatar",2007,41,1115479,3.67555104130154,71460
"Qatar",2008,33,1310465,2.5181901080914,87961
"Qatar",2009,44,1506649,2.92038822579114,64911
"Qatar",2010,47,1689592,2.78173665595008,74055
"Qatar",2011,50,1854081,2.69675380956927,90490
"Qatar",2012,43,2003149,2.14662014657921,93270
"Qatar",2013,37,2135349,1.73273783348764,93066
"Qatar",2014,55,2251682,2.44261845145096,91587
"Qatar",2015,66,2354147,2.80356324392657,69937
"Republic of Korea",1985,3689,36716700,10.0471992308677,2731
"Republic of Korea",1986,3458,37540400,9.21140957475147,3078
"Republic of Korea",1987,3301,38114900,8.6606550194281,3834
"Republic of Korea",1988,2949,38700500,7.62005658841617,5089
"Republic of Korea",1989,3023,39171500,7.71734551906361,6217
"Republic of Korea",1990,3159,39589500,7.97938847421665,7056
"Republic of Korea",1991,3069,39993700,7.67370860910593,8145
"Republic of Korea",1992,3533,40371200,8.75128804692454,8671
"Republic of Korea",1993,4124,40754800,10.1190534611874,9479
"Republic of Korea",1994,4212,41145300,10.2368921845265,11073
"Republic of Korea",1995,4841,42076400,11.505261857003,13217
"Republic of Korea",1996,5857,42507100,13.77887458801,14071
"Republic of Korea",1997,6024,42956100,14.0236194626607,12978
"Republic of Korea",1998,8569,43395700,19.7461960516825,8624
"Republic of Korea",1999,7075,43817300,16.146590501925,11074
"Republic of Korea",2000,6444,44271743,14.5555597393127,12686
"Republic of Korea",2001,6911,44710865,15.45709303544,11922
"Republic of Korea",2002,8611,45110041,19.0888764654415,13501
"Republic of Korea",2003,10898,45455888,23.9748918775935,14971
"Republic of Korea",2004,11492,45779970,25.1026813691665,16708
"Republic of Korea",2005,12011,46151884,26.0249397402715,19460
"Republic of Korea",2006,10653,46513964,22.9027996839831,21753
"Republic of Korea",2007,12174,46814207,26.0049262395922,23982
"Republic of Korea",2008,12858,47101747,27.2983505261493,21278
"Republic of Korea",2009,15402,47380017,32.5073754194727,19036
"Republic of Korea",2010,15558,47598615,32.6858249972189,22994
"Republic of Korea",2011,15906,47798017,33.2775311578302,25157
"Republic of Korea",2012,14159,48020985,29.4850261817828,25464
"Republic of Korea",2013,14426,48248224,29.899546147025,27060
"Republic of Korea",2014,13834,48465917,28.543770254053,29120
"Republic of Korea",2015,13510,48671752,27.7573735171892,28410
"Romania",1989,2529,21344500,11.8484855583406,1973
"Romania",1990,2079,21401900,9.71409080502198,1822
"Romania",1991,2161,21458000,10.0708360518222,1351
"Romania",1992,2650,21227100,12.4840416260346,1183
"Romania",1993,2774,21307600,13.0188289624359,1237
"Romania",1994,2887,21386000,13.4994856448144,1406
"Romania",1995,2793,21451300,13.0201899185597,1756
"Romania",1996,2828,21397300,13.2166207886042,1738
"Romania",1997,2859,21369000,13.3791941597641,1677
"Romania",1998,2838,21338400,13.2999662580137,1967
"Romania",1999,2736,21310800,12.8385607297708,1698
"Romania",2000,2836,21290400,13.3205576222147,1758
"Romania",2001,2720,21272887,12.7862287803249,1914
"Romania",2002,3067,20700580,14.8160099861936,2231
"Romania",2003,2894,20656841,14.009886603668,2898
"Romania",2004,2720,20610767,13.1969858278443,3698
"Romania",2005,2603,20569960,12.6543756040362,4847
"Romania",2006,2721,20526561,13.2559954879924,6018
"Romania",2007,2430,20475026,11.8681167975074,8593
"Romania",2008,2472,20433803,12.0976012150063,10454
"Romania",2009,2586,20390882,12.6821390070327,8465
"Romania",2010,2766,20348649,13.5930400096832,8190
"Romania",2011,2536,20291701,12.4977201270608,9086
"Romania",2012,2495,19041594,13.1028946421187,9015
"Romania",2013,2407,19003345,12.6661911363499,10080
"Romania",2014,2209,18952235,11.6556173981591,10526
"Romania",2015,2228,18863927,11.810902364073,9431
"Russian Federation",1989,37921,135443800,27.9975901443994,3740
"Russian Federation",1990,39028,136398200,28.6132808204214,3789
"Russian Federation",1991,39281,137283000,28.6131567637654,3773
"Russian Federation",1992,45923,138118900,33.2488891817123,3333
"Russian Federation",1993,55846,137692800,40.5584024727509,3160
"Russian Federation",1994,61420,138476200,44.3541922727516,2853
"Russian Federation",1995,60548,139087100,43.5324339928002,2844
"Russian Federation",1996,57511,139272600,41.2938366914957,2813
"Russian Federation",1997,54746,139283200,39.3055300280292,2907
"Russian Federation",1998,51518,139122100,37.0307808752168,1948
"Russian Federation",1999,56974,138717800,41.0718739772401,1412
"Russian Federation",2000,56619,138205695,40.967197480538,1879
"Russian Federation",2001,56958,137521509,41.4175210948274,2229
"Russian Federation",2002,55024,136590900,40.2837963583226,2527
"Russian Federation",2003,51445,137019868,37.5456499491008,3141
"Russian Federation",2004,49096,137071699,35.8177511172456,4312
"Russian Federation",2005,45802,136162191,33.6378253490354,5611
"Russian Federation",2006,42614,135357462,31.4825642933524,7313
"Russian Federation",2007,41149,134778964,30.5307288161081,9643
"Russian Federation",2008,38211,134385949,28.43377621272,12359
"Russian Federation",2009,37408,134085433,27.8986308676797,9118
"Russian Federation",2010,33356,134865987,24.7327000246548,11307
"Russian Federation",2011,31038,134745874,23.0344715415924,15226
"Russian Federation",2012,29643,134668522,22.0118254509395,16413
"Russian Federation",2013,28690,134713962,21.2969758843556,17052
"Russian Federation",2014,26541,134713962,19.7017440553044,15319
"Russian Federation",2015,25432,137018943,18.5609372274898,9987
"Saint Lucia",1986,5,110000,4.54545454545454,2634
"Saint Lucia",1987,11,111300,9.88319856244385,2875
"Saint Lucia",1988,10,113000,8.84955752212389,3244
"Saint Lucia",1989,8,118566,6.74729686419378,3505
"Saint Lucia",1990,3,120537,2.48886234102392,4015
"Saint Lucia",1991,6,122496,4.89811912225705,4194
"Saint Lucia",1992,11,124223,8.85504294695829,4564
"Saint Lucia",1993,8,125846,6.35697598652321,4568
"Saint Lucia",1994,6,127557,4.70377948681766,4704
"Saint Lucia",1995,10,129466,7.72403565414858,4947
"Saint Lucia",1996,7,131621,5.31830027123331,5031
"Saint Lucia",1997,9,133967,6.71807236110385,5053
"Saint Lucia",1998,8,136400,5.86510263929619,5407
"Saint Lucia",1999,8,138813,5.76314898460519,5590
"Saint Lucia",2000,14,141100,9.92204110559887,5557
"Saint Lucia",2001,7,143166,4.88942905438442,5195
"Saint Lucia",2002,12,145168,8.26628458062383,5155
"Saint Lucia",2003,10,147127,6.7968489808125,5599
"Saint Lucia",2004,8,149121,5.36477089075315,5989
"Saint Lucia",2005,4,151169,2.64604515476057,6292
"Saint Lucia",2006,2,153460,1.30327121073895,7391
"Saint Lucia",2008,0,157876,0,8122
"Saint Lucia",2009,13,159820,8.13415091978476,7902
"Saint Lucia",2010,4,161503,2.47673417831248,8557
"Saint Lucia",2011,8,162892,4.91122952631191,8826
"Saint Lucia",2012,10,163940,6.09979260705136,8764
"Saint Lucia",2013,14,164790,8.49566114448692,9041
"Saint Lucia",2014,14,165596,8.45431049059156,9372
"Saint Vincent and Grenadines",1985,2,89800,2.2271714922049,1622
"Saint Vincent and Grenadines",1986,0,90800,0,1771
"Saint Vincent and Grenadines",1987,0,92036,0,1908
"Saint Vincent and Grenadines",1990,5,94141,5.31118216292582,2553
"Saint Vincent and Grenadines",1995,7,95974,7.29364202804926,3293
"Saint Vincent and Grenadines",1996,8,96095,8.32509495811437,3450
"Saint Vincent and Grenadines",1997,3,96255,3.11672120928783,3613
"Saint Vincent and Grenadines",1998,10,96449,10.3681738535392,3874
"Saint Vincent and Grenadines",1999,6,96685,6.20571960490252,4041
"Saint Vincent and Grenadines",2000,5,96956,5.15697842320228,4087
"Saint Vincent and Grenadines",2001,8,97341,8.21853073216836,4418
"Saint Vincent and Grenadines",2002,7,97799,7.1575373981329,4723
"Saint Vincent and Grenadines",2003,4,98292,4.06950718268018,4902
"Saint Vincent and Grenadines",2004,4,98740,4.05104314360948,5286
"Saint Vincent and Grenadines",2005,8,99118,8.07118787707581,5556
"Saint Vincent and Grenadines",2006,6,99463,6.03239395554126,6142
"Saint Vincent and Grenadines",2007,11,99689,11.0343167250148,6539
"Saint Vincent and Grenadines",2008,4,99826,4.00697213150883,6966
"Saint Vincent and Grenadines",2009,1,99927,1.0007305332893,6754
"Saint Vincent and Grenadines",2010,5,100050,4.99750124937531,6809
"Saint Vincent and Grenadines",2011,5,100037,4.99815068424683,6759
"Saint Vincent and Grenadines",2012,10,100167,9.98332784250302,6918
"Saint Vincent and Grenadines",2013,0,100398,0,7183
"Saint Vincent and Grenadines",2014,2,100676,1.98657078151695,7203
"Saint Vincent and Grenadines",2015,3,100948,2.97182707928835,7496
"Serbia",1998,1460,7179002,20.3370886371114,2547
"Serbia",1999,1571,7162831,21.9326688009252,2570
"Serbia",2000,1543,7149140,21.5830155794963,915
"Serbia",2001,1442,7142410,20.1892638479169,1718
"Serbia",2002,1446,7138113,20.2574545961937,2258
"Serbia",2003,1378,7111975,19.3757711465521,2979
"Serbia",2004,1345,7086364,18.9801144846638,3508
"Serbia",2005,1437,7058982,20.357042984385,3719
"Serbia",2006,1443,7031811,20.5210293621373,4353
"Serbia",2007,1353,7009610,19.3020724405495,5748
"Serbia",2008,1289,6988532,18.4445030801891,7049
"Serbia",2009,1373,6968240,19.7036841440593,6116
"Serbia",2010,1207,6944871,17.3797324673129,5682
"Serbia",2011,1256,6900027,18.2028273222699,6734
"Serbia",2012,1243,6867174,18.1006044116546,5933
"Serbia",2013,1197,6832840,17.5183379092735,6662
"Serbia",2014,1134,6801810,16.6720328853643,6500
"Serbia",2015,1062,6766406,15.6951858933679,5492
"Seychelles",1985,8,57300,13.9616055846422,2947
"Seychelles",1986,1,57400,1.74216027874564,3621
"Seychelles",1987,3,58300,5.14579759862779,4276
"Seychelles",2001,6,75363,7.96146650212969,8257
"Seychelles",2002,5,76904,6.50161239987517,9070
"Seychelles",2003,8,78402,10.2038213310885,9001
"Seychelles",2004,6,79735,7.5249263184298,10526
"Seychelles",2005,5,80900,6.18046971569839,11361
"Seychelles",2006,8,81691,9.79300045292627,12442
"Seychelles",2007,6,82331,7.28765592547157,12554
"Seychelles",2008,4,82900,4.82509047044632,11667
"Seychelles",2009,4,83429,4.79449591868535,10157
"Seychelles",2010,6,83885,7.15264946057102,11563
"Seychelles",2011,5,80717,6.19448195547406,13204
"Seychelles",2012,3,81224,3.69348960898257,13044
"Seychelles",2013,9,82541,10.9036721144643,16090
"Seychelles",2014,4,83845,4.7707078537778,16018
"Seychelles",2015,7,85949,8.14436468138082,16005
"Singapore",1985,324,2350500,13.784301212508,8142
"Singapore",1986,326,2379300,13.7015088471399,7805
"Singapore",1987,301,2407800,12.501038292217,8679
"Singapore",1988,366,2393400,15.2920531461519,10586
"Singapore",1989,394,2431100,16.2066554234709,12514
"Singapore",1990,354,2511800,14.0934787801577,14393
"Singapore",1991,296,2559300,11.565662485836,17768
"Singapore",1992,277,2604000,10.6374807987711,20029
"Singapore",1993,270,2655800,10.1664281948942,22835
"Singapore",1994,316,2712200,11.65105818155,27202
"Singapore",1995,364,2765300,13.1631287744549,31783
"Singapore",1996,239,2823100,8.46587085119195,34148
"Singapore",1997,303,2880000,10.5208333333333,34779
"Singapore",1998,328,2940200,11.1557036936263,29150
"Singapore",1999,277,2997100,9.24226752527443,28789
"Singapore",2000,309,3047600,10.1391258695367,31446
"Singapore",2001,305,3103000,9.82919755075733,28774
"Singapore",2002,321,3165200,10.1415392392266,29048
"Singapore",2003,320,3226200,9.91878990763127,30067
"Singapore",2004,335,3281400,10.2090571097702,34799
"Singapore",2005,359,3342400,10.7407850646242,38122
"Singapore",2006,372,3411900,10.9030159148861,43318
"Singapore",2007,328,3389600,9.67665801274487,53098
"Singapore",2008,319,3448900,9.24932587201716,55735
"Singapore",2009,349,3536100,9.86963038375612,54413
"Singapore",2010,296,3576800,8.27555356743458,66099
"Singapore",2011,308,3600900,8.55341720125524,76638
"Singapore",2012,392,3631600,10.7941403238242,80040
"Singapore",2013,357,3661456,9.7502195847772,83151
"Singapore",2014,355,3689370,9.6222390272594,84442
"Singapore",2015,329,3719115,8.84619055877541,81766
"Slovakia",1992,796,4909228,16.2143620137423,3143
"Slovakia",1993,738,4935260,14.9536194648306,3334
"Slovakia",1994,691,4974858,13.8898436900108,4036
"Slovakia",1995,735,5005232,14.6846339989835,5141
"Slovakia",1996,672,5032436,13.3533739922376,5529
"Slovakia",1997,630,5058389,12.4545581607108,5468
"Slovakia",1998,673,5081100,13.2451634488595,5871
"Slovakia",1999,692,5098200,13.5734180691224,5966
"Slovakia",2000,729,5111813,14.2610850592539,5696
"Slovakia",2001,692,5100256,13.5679463932791,6020
"Slovakia",2002,717,5107584,14.0379482745658,6869
"Slovakia",2003,753,5113982,14.7243380989608,9138
"Slovakia",2004,676,5121210,13.2000054674579,11177
"Slovakia",2005,679,5126946,13.2437517383643,12229
"Slovakia",2006,0,5129369,0,13763
"Slovakia",2007,0,5132660,0,16815
"Slovakia",2008,591,5137067,11.504619270101,19530
"Slovakia",2009,601,5141744,11.68864105253,17299
"Slovakia",2010,631,5147562,12.2582302068435,17387
"Slovakia",2012,571,5116922,11.1590522583694,18256
"Slovakia",2013,616,5122209,12.0260614121759,19226
"Slovakia",2014,554,5129686,10.7998813182717,19679
"Slovenia",1995,564,1884000,29.9363057324841,11291
"Slovenia",1996,607,1893100,32.0638106808938,11346
"Slovenia",1997,593,1883900,31.4772546313499,11014
"Slovenia",1998,612,1880300,32.5479976599479,11767
"Slovenia",1999,590,1884400,31.3097007004882,12041
"Slovenia",2000,588,1886483,31.1691120460667,10783
"Slovenia",2001,581,1901330,30.5575570784661,10979
"Slovenia",2002,540,1906124,28.3297414019235,12362
"Slovenia",2003,562,1907589,29.4612728423156,15568
"Slovenia",2004,512,1907862,26.8363225432447,18067
"Slovenia",2005,503,1911817,26.3100495497215,19012
"Slovenia",2006,529,1918570,27.5726191903345,20634
"Slovenia",2007,434,1927332,22.5181753844174,24964
"Slovenia",2008,408,1943758,20.9902673069384,28599
"Slovenia",2009,447,1942037,23.0170691907518,25872
"Slovenia",2010,414,1944774,21.2878205899503,24689
"Slovenia",2011,435,1944561,22.3700876444606,26377
"Slovenia",2012,440,1945988,22.6106224704366,23820
"Slovenia",2013,446,1948276,22.8920337775551,24697
"Slovenia",2014,388,1951786,19.8792285629675,25569
"Slovenia",2015,422,1954632,21.5897417007396,22036
"South Africa",1996,143,37773652,0.378570756145051,3908
"South Africa",1997,104,38528157,0.269932454853732,3960
"South Africa",1998,180,39232468,0.458803662313572,3512
"South Africa",1999,279,39907560,0.699115656281667,3424
"South Africa",2000,267,40568559,0.658145141413576,3361
"South Africa",2001,384,41185599,0.932364732633851,2953
"South Africa",2002,236,41803868,0.564541061128602,2769
"South Africa",2003,256,42415309,0.603555664300359,4132
"South Africa",2004,383,43005874,0.890576017592388,5323
"South Africa",2005,458,43566107,1.0512759379671,5914
"South Africa",2006,514,44079057,1.16608665198986,6166
"South Africa",2007,417,44577435,0.935450862078538,6708
"South Africa",2008,441,43680586,1.00960184004857,6573
"South Africa",2009,372,45607048,0.815663403603759,6517
"South Africa",2010,393,46176200,0.8510877898138,8128
"South Africa",2011,358,46806739,0.764847130239088,8906
"South Africa",2012,487,47484256,1.02560309674011,8347
"South Africa",2013,587,48192699,1.21802682186362,7612
"South Africa",2014,580,48912129,1.1857999474936,7174
"South Africa",2015,482,49627460,0.971236488830982,6403
"Spain",1985,2514,35997000,6.98391532627719,5009
"Spain",1986,2755,36223000,7.6056649090357,6919
"Spain",1987,2804,36425700,7.6978616745869,8727
"Spain",1988,2960,36597300,8.0880283518183,10250
"Spain",1989,2987,36740400,8.13001491546091,11258
"Spain",1990,2939,36861400,7.97311008263387,14517
"Spain",1991,2916,36958100,7.89001599108179,15574
"Spain",1992,2786,37000900,7.52954657859674,17005
"Spain",1993,3037,37122100,8.18111044364408,14106
"Spain",1994,3171,37203100,8.52348325811559,14223
"Spain",1995,3157,37275300,8.46941540376603,16444
"Spain",1996,3320,37341200,8.89098368558054,17166
"Spain",1997,3373,37405000,9.01751102793744,15738
"Spain",1998,3261,37458900,8.70554127323547,16473
"Spain",1999,3220,37789271,8.52093706703154,16756
"Spain",2000,3394,38319996,8.8569946614817,15538
"Spain",2001,3189,38713504,8.23743570202273,16169
"Spain",2002,3372,39340611,8.57129544835997,17924
"Spain",2003,3478,39947556,8.70641498068117,22701
"Spain",2004,3508,40555823,8.64980597237541,26372
"Spain",2005,3399,41195479,8.250905396682,28092
"Spain",2006,3247,41808848,7.76629865525116,30246
"Spain",2007,3264,42547327,7.67145724571605,34769
"Spain",2008,3457,43199484,8.00241039916125,37848
"Spain",2009,3429,43490086,7.884555574344,34470
"Spain",2010,3158,43595356,7.24389084011609,32839
"Spain",2011,3180,43642571,7.28646348538907,34097
"Spain",2012,3539,44318859,7.98531388183978,30146
"Spain",2013,3873,44227625,8.75697033245624,30792
"Spain",2014,3911,44172771,8.85387063446846,31171
"Spain",2015,3604,44186528,8.15633217436772,27108
"Sri Lanka",1985,5668,13857000,40.9035144692213,431
"Sri Lanka",1986,5345,14101400,37.9040378969464,454
"Sri Lanka",1996,4898,16654427,29.4095978204474,834
"Sri Lanka",1997,5887,16775409,35.0930340953237,900
"Sri Lanka",1998,5518,16897691,32.6553491835068,935
"Sri Lanka",1999,5619,17020287,33.0135443662025,920
"Sri Lanka",2000,5252,17140342,30.6411622358527,953
"Sri Lanka",2001,4590,17266961,26.5825584478936,912
"Sri Lanka",2002,4382,17395955,25.1897639422498,951
"Sri Lanka",2003,4467,17524596,25.4898886114122,1077
"Sri Lanka",2006,4015,17891558,22.4407511073099,1580
"Suriname",1985,80,322700,24.7908273938643,2706
"Suriname",1986,42,326294,12.8718272478195,2731
"Suriname",1987,52,332013,15.6620373298636,2951
"Suriname",1988,49,339611,14.428272346891,3418
"Suriname",1989,53,347723,15.242017352893,1560
"Suriname",1990,26,348700,7.456266131345,1114
"Suriname",1991,57,363079,15.6990627384123,1235
"Suriname",1992,48,370194,12.9661744922932,1093
"Suriname",1995,55,389414,14.1237859963946,1782
"Suriname",1996,21,395805,5.3056429302308,2174
"Suriname",1997,32,401814,7.96388378702584,2314
"Suriname",1998,29,407606,7.11471371864006,2318
"Suriname",1999,49,413303,11.8557087657239,2142
"Suriname",2000,52,419001,12.4104715740535,2129
"Suriname",2001,72,424515,16.9605314299848,1798
"Suriname",2002,69,430176,16.0399464405267,2507
"Suriname",2003,77,435946,17.6627380455378,2916
"Suriname",2004,67,441717,15.1680827317038,3360
"Suriname",2005,72,447445,16.091363184302,4009
"Suriname",2006,112,453293,24.7080806454104,5794
"Suriname",2007,119,459086,25.921069254998,6397
"Suriname",2008,147,464789,31.6272545176413,7601
"Suriname",2009,131,470448,27.8457980478182,8238
"Suriname",2010,136,476052,28.5683076638687,9176
"Suriname",2011,127,481521,26.3747583179134,9184
"Suriname",2012,133,486964,27.312080564477,10227
"Suriname",2013,131,492359,26.6066020931881,10451
"Suriname",2014,128,497701,25.7182525251105,10530
"Sweden",1987,1541,7909000,19.4841320015173,22813
"Sweden",1988,1590,7930900,20.0481660341197,25731
"Sweden",1989,1579,7964800,19.8247288067497,26978
"Sweden",1990,1471,8005700,18.3744082341332,32246
"Sweden",1991,1483,8041100,18.4427503699743,33623
"Sweden",1992,1355,8073200,16.7839270673339,34721
"Sweden",1993,1373,8112500,16.924499229584,25880
"Sweden",1994,1324,8174100,16.1975018656488,27658
"Sweden",1995,1348,8233000,16.3731325154865,32072
"Sweden",1996,1253,8274300,15.1432749598153,34819
"Sweden",1997,1201,8311300,14.4502063455777,31821
"Sweden",1998,1231,8346300,14.7490504774571,31966
"Sweden",1999,1220,8378013,14.5619253634483,32328
"Sweden",2000,1131,8409008,13.4498623381022,30896
"Sweden",2001,1197,8439317,14.1836122520341,28429
"Sweden",2002,1180,8465828,13.9383885427391,31175
"Sweden",2003,1112,8490539,13.0969305953368,38997
"Sweden",2004,1155,8514314,13.5653911753783,44831
"Sweden",2005,1219,8538624,14.2763049409366,45563
"Sweden",2006,1197,8576044,13.9574843599217,48977
"Sweden",2007,1126,8629159,13.0487803040829,56531
"Sweden",2008,1170,8688504,13.4660696478934,59155
"Sweden",2009,1242,8755922,14.1846855191264,49070
"Sweden",2010,1141,8823125,12.9319260466105,55352
"Sweden",2011,1112,8884644,12.5159770048187,63380
"Sweden",2012,1154,8948909,12.8954266939132,60776
"Sweden",2013,1230,9024081,13.6301968034197,64133
"Sweden",2014,1148,9114524,12.5952819916871,62956
"Sweden",2015,1182,9114524,12.9683129914409,54629
"Switzerland",1995,1419,6617500,21.4431431809596,51774
"Switzerland",1996,1432,6652200,21.5267129671387,49621
"Switzerland",1997,1341,6675200,20.0892857142857,42923
"Switzerland",1998,1371,6725167,20.3861108579162,43872
"Switzerland",1999,1296,6764328,19.1593311264622,42859
"Switzerland",2000,1380,6809589,20.2655402550727,39952
"Switzerland",2001,1338,6865842,19.4877773184993,40582
"Switzerland",2002,1446,6942010,20.8297020603543,43419
"Switzerland",2003,1269,6969293,18.2084466817509,50639
"Switzerland",2004,1284,7023166,18.2823530014811,56123
"Switzerland",2005,1299,7071991,18.3682360455493,57790
"Switzerland",2006,1309,7118477,18.3887649001324,60536
"Switzerland",2007,1360,7183595,18.9320249819206,66807
"Switzerland",2008,1314,7274875,18.0621660165982,76202
"Switzerland",2009,1105,7364558,15.0042948945476,73529
"Switzerland",2010,1006,7439147,13.5230558019622,78474
"Switzerland",2011,1034,7518040,13.7535847109087,93053
"Switzerland",2012,1038,7595591,13.6658227121497,87951
"Switzerland",2013,1071,7681318,13.9429196916467,89634
"Switzerland",2014,1032,7809621,13.2144696906546,90809
"Switzerland",2015,1073,7892502,13.5951818574135,86068
"Thailand",1985,2982,46303443,6.44012584550138,840
"Thailand",1986,2798,47331465,5.91150094339991,911
"Thailand",1987,3035,48376410,6.27371894689995,1045
"Thailand",1990,3753,51228668,7.3259761506975,1666
"Thailand",1991,3559,51947693,6.85112233954259,1891
"Thailand",1992,3550,52570440,6.75284437413877,2120
"Thailand",1994,2307,52691000,4.37835683513314,2784
"Thailand",1995,4245,54366057,7.80818075513551,3114
"Thailand",1996,4443,55070703,8.06781057434477,3324
"Thailand",1997,4150,55859088,7.42940880094569,2689
"Thailand",1998,4963,56691783,8.75435510645343,2005
"Thailand",1999,5276,57507860,9.17439807358507,2203
"Thailand",2000,5182,58262135,8.89428442675504,2169
"Thailand",2002,4902,58263389,8.41351676264489,2305
"Thailand",2003,4484,60158951,7.4535874137832,2531
"Thailand",2004,4296,60686373,7.07901920584379,2849
"Thailand",2005,3937,61182665,6.43482921183639,3094
"Thailand",2006,3608,61636512,5.85367322537654,3598
"Thailand",2007,3754,58941621,6.36901384167904,4461
"Thailand",2008,3778,59216773,6.37994914042344,4921
"Thailand",2009,3787,59483718,6.36644804213482,4736
"Thailand",2010,3761,59769764,6.29247925422627,5707
"Thailand",2011,3873,60261832,6.42695363128024,6153
"Thailand",2012,3985,60382255,6.59962103104629,6584
"Thailand",2013,3961,60766487,6.51839557550859,6917
"Thailand",2014,3952,61139919,6.46386201460293,6662
"Thailand",2015,4205,61261276,6.8640424662392,6552
"Trinidad and Tobago",1985,29,1008000,2.87698412698413,7317
"Trinidad and Tobago",1986,104,1061600,9.79653353428787,4516
"Trinidad and Tobago",1987,119,1078300,11.0358898265789,4449
"Trinidad and Tobago",1988,164,1095600,14.9689667761957,4104
"Trinidad and Tobago",1989,173,1070000,16.1682242990654,4040
"Trinidad and Tobago",1990,170,1088500,15.6178226917777,4656
"Trinidad and Tobago",1991,148,1102000,13.4301270417423,4817
"Trinidad and Tobago",1992,163,1132600,14.3916651951263,4803
"Trinidad and Tobago",1993,174,1148300,15.152834625098,4066
"Trinidad and Tobago",1994,148,1162900,12.726803680454,4254
"Trinidad and Tobago",1995,184,1149173,16.0115143672885,4637
"Trinidad and Tobago",1996,146,1156185,12.6277369106155,4982
"Trinidad and Tobago",1997,160,1162267,13.7662000211655,4937
"Trinidad and Tobago",1998,171,1167924,14.6413636503745,5175
"Trinidad and Tobago",1999,139,1173276,11.8471698048882,5803
"Trinidad and Tobago",2000,166,1178363,14.0873398095493,6920
"Trinidad and Tobago",2001,179,1183354,15.1264963823167,7458
"Trinidad and Tobago",2002,156,1188800,13.1224764468371,7578
"Trinidad and Tobago",2003,144,1194458,12.0556771355711,9465
"Trinidad and Tobago",2004,168,1200116,13.9986467974762,11066
"Trinidad and Tobago",2005,136,1205471,11.2818972833025,13258
"Trinidad and Tobago",2006,141,1209301,11.6596281653616,15190
"Trinidad and Tobago",2007,131,1213988,10.790880964227,17827
"Trinidad and Tobago",2008,199,1219336,16.3203579653188,22857
"Trinidad and Tobago",2009,128,1225097,10.4481522687591,15652
